page	display_pg	col	y_top	height	y_bot	el_idx	kind	frag	n_lines	text	rendered_text
10	6	1	530.0	85.05	444.95	23	body	whole	5	ולגלות הד' רבתי של ה' אחד	ולגלות הד' רבתי של ה' אחד ולכן הסוף של שירת הים שהוא בחי' התכלית הוא אות ד' של ה' ימלוך לעולם ועד שנתגלה בחי' ד' רבתי של ה' אחד ונתגלה מלכות ה' בכל העולם.
10	6	1	438.15	238.14	200.01	24	dc1	whole	14	וכן	וכן יש נוהגין בתפילת שחרית לאחר שירת הים לומר ובתורתך כתוב לאמר שמע ישרא' ה' אלקנו ה' אחד כי בשעת קריעת ים סוף נתגלה הד' רבתי כנ״ל, וגם אומרים הפס' של והיה ה' למלך וגו', ה' אחד ושמו אחד ועוד י״ל שלכן מתחיל השירה באז ישיר, ישי״ר הוא בחי' ישר שנעשה מריש יש״ר שיהי' שורות שוות כמו ד' וכן א״ז בגי' ב' פעמים ״ד' בחי' דרדר, וביותר מרומז בהא די״ם סו״ף בגי' קו״ץ, וקריעת ים סוף היינו שנקרע מספר י״ם סו״ף קו״ץ מר' שהוא מספר ד' שנתגלה הד' של ה' אחד.
10	6	1	189.12	73.06	116.06	25	subhead	whole	1	עמלק בא לבטל גילוי ה' אחד של קריעת ים סוף	עמלק בא לבטל גילוי ה' אחד של קריעת ים סוף
10	6	1	109.25	51.03	58.22	26	dc1	head	3	ולפי	ולפי המבואר לעיל מובן למה דוקא כאן בא עמלק להילחם עם ישרא' כי עמל״ק שהוא בגי' א״ל אח״ר
10	6	2	530.0	68.04	461.96	26	body	tail	4	בחי' ר' רבתי אינו יכול לסבול	בחי' ר' רבתי אינו יכול לסבול הגילוי של הישרות של ה' אחד שנתגלה בקריעת י״ם סו״ף שהוא בחי' הקו״ץ של הד' כמו שנתבאר לעיל.
10	6	2	451.75	68.04	383.71	27	dc1	whole	4	ובזה	ובזה ימתק מה שנא' בעמלק מלחמה לה' בעמלק מדרד״ר שהם אותיות דרדר לתקן מה שהחליש וקרר הגילוי של ה' אחד.
10	6	2	373.51	68.04	305.47	28	dc1	whole	4	ועוד	ועוד יובן מה שאיתא במדרש שעמלק בא מהלך של ת' פרסה וי״ל שמרומז בת' שהוא בגי' קו״ץ ד״ר שבא להילחם בתיקון הקו״ץ של ה' אחד.
10	6	2	291.18	73.06	218.12	29	subhead	whole	1	מלחמת עמלק פגם בקבלת התורה של נעשה ונשמע	מלחמת עמלק פגם בקבלת התורה של נעשה ונשמע
10	6	2	211.31	153.09	58.22	30	dc1	whole	9	וביותר	וביותר עומק י״ל כי ע״י הגילוי של קריעת ים סוף זכו לקבלת התורה בשלימות ולמדריגת נעשה ונשמע, כי התורה הוא בחי' של פיקודי ה' ישרים משמחי לב, וכן כתי' ישרים דרכי ה' צדיקים ילכו בם וע״י התיקון של ישר ותיקון של ה' אחד של קריעת ים סוף זכו לקבלת התורה, וכן מדריגת נעשה ונשמע הוא מדריגת ישרים
11	7	1	530.0	170.1	359.9	30	body	whole	10	כמבואר במסכת שבת פ״ח במעשה	כמבואר במסכת שבת פ״ח במעשה דהדדוקי שאמר לרבא שכלל ישרא' הם עמא פזיזא שקיבלו נעשה קודם לנשמע וא״ל שאצל כלל ישרא' כתי' תומת ישרים תנחם ע״ש, ואז הי' זמן של תיקון חטא עץ הדעת כי המדריגה של ישרים מחייב קבלת התורה מאהבה ושמחה כי הוא מדריגה של ישרים, משמחי לב ומקבל התורה בשלימות.
11	7	1	354.8	85.05	269.75	31	dc1	whole	5	ועמלק	ועמלק רצה לבטל מדריגת הישר ולכן בא לאחר קריעת ים סוף לבטל מדריגת הישר של כלל ישרא' ולבטל מדריגה נעשה ונשמע שבא מכח מדריגת ישרים.
11	7	1	264.64	85.05	179.59	32	dc1	whole	5	ויש	ויש לומר רמז נפלא שלכן כתי' זכור את אשר עשה לך עמלק בדרך עש״ה ל״ך בגי' נעש״ה עמל״ק בדר"ך בג' ונשמ״ע. שעמלק בא לבטל מדריגה זו של כלל ישרא' שבא מכח מדת הישר.
11	7	1	170.41	56.81	113.59	33	subhead	whole	1	עמלק גרם חטא העגל	עמלק גרם חטא העגל
11	7	1	106.79	34.02	72.77	34	dc1	head	2	ואע״פ	ואע״פ שכלל ישרא' קיבלו התורה בנעשה ונשמע מלחמת עמלק
11	7	2	530.0	204.12	325.88	34	body	tail	12	גרם שלא יהי' בשלימות וע״י זה	גרם שלא יהי' בשלימות וע״י זה נגרם חטא העגל שהוא בחי' א״ל אח״ר שבגימטריא עמל״ק, וכן עמל״ק שבא ביום המ' ליציאת מצרים הוא אותיות עגל מ' כי אות ק' ואות ג' מתחלפין, ולכן כתי' לך רד כי שחת עמך כי על ידי חטא העגל חזרה זוהמת הנחש ונשאר הבילבול של קוץ ודרדר תצמיח לך, וכל זה ע״י מלחמת עמלק בין קריעת ים סוף למתן תורה שהוא מנגד לתיקון של ה' אחד.
11	7	2	289.48	56.81	232.66	35	subhead	whole	1	משה רבינו לא משתייך לחטא העגל	משה רבינו לא משתייך לחטא העגל
11	7	2	225.86	153.09	72.77	36	dc1	whole	9	ואע״פ	ואע״פ שלכלל ישרא' הי' פגם של חטא העגל בחי' ר' של אל אחר משה רבינו לא נפגם כלל בחטא העגל כמו שביארו בספה״ק הא דנתגלה טעמו של פרה אדומה רק למשה רבינו שהרי הפרה אדומה הי' משתייך לכפרת חטא העגל ורק משה רבינו שלא הי' בכלל בעולם הזה בשעת החטא ולא הי' משתייך לזה כלל זכה
12	8	1	530.0	136.08	393.92	36	body	whole	8	להשיג טעם הפרה אדומה, ולכן משה	להשיג טעם הפרה אדומה, ולכן משה רבינו הוא בחי' התיקון של ד' רבתי משא״כ כלל ישרא' שנפגמו קצת בחטא העגל ולכן החילוק של הגימטריא בין מש״ה לישרא״ל הוא כמנין קו״ץ (י״ם סו״ף) שמשה רבינו זכה שישאר אצלו אותו גילוי של ה' אחד של קריעת ים סוף ומתן תורה.
12	8	1	387.12	170.1	217.02	37	dc1	whole	10	וגם	וגם כתי' במשה רבינו שקרן עור פניו והוא בחי' כתנות אור עם א' של תיקון חטא עץ הדעת וכלל״י אבדו מדריגה זו בחטא העגל אבל משה זכה שישאר אצלו וכתי' ויתן על פניו מסוה הוא הס״ת של סוס ורוכבו רמה בים שהיא עיקר השירה שנאמרה בתורה בין באנשים בין בנשים, שהסתיר המדריגה של תיקון חטא עץ הדעת שזכו בשעת קריעת ים סוף ומתן תורה.
12	8	1	206.13	56.81	149.32	38	subhead	whole	1	מחיית עמלק ע״י אמן יהא שמי' רבא	מחיית עמלק ע״י אמן יהא שמי' רבא
12	8	1	142.51	85.05	57.46	39	dc1	head	5	ויש	ויש להוסיף עוד, שהרי אמרו חז״ל אין השם שלם וכסא שלם עד שימחה זרעו של עמלק, ולכן מתפללין בקדיש יהא שמי' רבא שיגדל שמו של הקב״ה במחיית עמלק, ואז יהי' תיקון של ה'
12	8	2	530.0	51.03	478.97	39	body	tail	3	אחד ושורות ישרות של ד' ולכן	אחד ושורות ישרות של ד' ולכן הר״ת של יהא שמי' רבא הוא ישר שבמחיית עמלק יהיו במדריגת ישרים.
12	8	2	467.91	56.81	411.1	40	subhead	whole	1	ערד מלך עמלק	ערד מלך עמלק
12	8	2	404.3	221.13	183.17	41	dc1	whole	13	ובאמת	ובאמת מצינו עוד פעם שבא עמלק להילחם עם ישרא' בתורה בפ' חקת וישמע הכנעני מלך ערד יושב הנגב וגו'. ופירש״י ששמע שמת אהרן, וי״ל שערד יש בו אותיות ר״ד שבא להמשיך קליפת עמלק לבטל הקוץ של ה' אחד לאל אחר וער״ד בגי' מרדכ״י וכמו שנבאר לקמן (ענף ד') שמרדכי הוא בחי' התיקון של הד' נגד קליפת ערד וחודש אדר הוא כנגד ערד כי ע' וא' מתחלפין ויש באדר ג״כ התיקון של ר' ד' כמו שיתבאר לקמן (ענף ה'), וגם כתי' וידר נדר מל' תיקון של ד' ר'.
12	8	2	172.11	56.81	115.3	42	subhead	whole	1	נחש הנחושת	נחש הנחושת
12	8	2	108.49	51.03	57.46	43	dc1	whole	3	ומיד	ומיד לאחר שבא ערד מלך עמלק כתי' וידבר העם באלקים ובמשה והתלוננו על המן ובא נחשים ושרפים,
13	9	1	530.0	102.06	427.94	43	body	head	6	ולפי הנ״ל י״ל שערד מלך עמלק	ולפי הנ״ל י״ל שערד מלך עמלק עשה פגם במדריגה של קבלת התורה שהרי לא ניתנה תורה אלא לאוכלי המן, וכמו שביארנו לעיל שעמלק מבטל הקבלת התורה בדרגה של ישרים ולכן בא עונש
13	9	2	530.0	102.06	427.94	43	body	tail	6	של נחש שהי' בחי' חטא עץ	של נחש שהי' בחי' חטא עץ הדעת שגם כן הי' פגם בבחי' ד' הישר, ולכן אמר לו השי״ת למשה עשה לך שרף, ושים אותו על הנס שהוא בח' עץ ישר, לעשות מנחש העקלתון ר' עקומה בחי' ישר של ד'.
14	10	0	502.0	44.0	458.0	44	anaf	full	1	ענף ג' מלחמת עמלק בימי שמוא' ושאול ואגג	ענף ג' מלחמת עמלק בימי שמוא' ושאול ואגג
14	10	1	450.35	255.15	195.2	45	dc1	whole	15	והנה	והנה מלחמת עמלק נמשך בכל הדורות ובזמן שאול המלך היתה עוד התעוררות למחיית עמלק והוא ההפטורה לשבת זכור, ולבסוף כתי' שם ״וישסף שמוא' את אגג לפני ה'״ שהרג שמוא' המלך של עמלק בזמן ההוא, אבל לא כתי' שהרגו סתם רק כתי' וישסף ופירש רש״י וישסף - ״חתכו לארבע״, ואין לתיבה זו דמיון, וצ״ב למה הורגו דוקא במיתה זו שחתכו לד' חלקים, ועוד צ״ב מהו המקור לרש״י שזהו הפי' של וישסף [ובפשטות מביא שם רש״י מהתרגום שהוא ל' בקיעה ורש״י הבין שהבקיעה של אדם הוא ע״י שיחתכו לארבע חלקים].
14	10	2	450.35	255.15	195.2	46	dc1	whole	15	אבל	אבל לפי מה שביארנו לעיל שהקליפה של עמלק הוא להכחיש הד' רבתי של ה' אחד של שורות ישרות ולעורר הר' רבתי של אל אחר מובן היטיב למה המחיית עמלק של שמוא' הי' דוקא שיעשה מאגג ד' חלקים שרצה לתקן הד' רבתי של ה' אחד וי״ל רמז נפלא שמרומז כן בהפס' דכתי' וישסף שמוא' א״ת אג״ג לפנ״י ה״י, א״ת אג״ג בגמטריא דרד״ר, לפנ״י הי' בגימטריא קו״ץ כלומר שעל ידי שחותכו לד' רצה לתקן הקוץ ודרדר שיהי' ד' רבתי של ה' אחד (וגם חתכ״ו בגי' דל״ת חתכ״ו לד' היינו ב' פעמים ד' של דרדר).
15	11	0	502.0	44.0	458.0	47	anaf	full	1	ענף ד' מלחמת עמלק בימי מרדכי ואסתר והמן	ענף ד' מלחמת עמלק בימי מרדכי ואסתר והמן
15	11	1	450.35	56.81	393.53	48	subhead	whole	1	המן מתנגד לתיקון הקוץ של הד'	המן מתנגד לתיקון הקוץ של הד'
15	11	1	386.73	306.18	80.55	49	dc1	head	18	ובימי	ובימי אחשורוש הי' עוד זמן שהתעורר קליפת עמלק על ידי המן, והמן הי' בחי' של עבודה זרה, הר' רבתי של ״אל אחר״ שבגי' עמל״ק כמבואר לעיל, ולכן כל אחד ואחד הי' צריך להשתחוות להמן, בבחי' לא תשתחווה לאל אחר, [וגם הקיטרוג של אותו דור היתה שהשתחוו לצלם] והמן לא הי' סובל הד' רבתי של ה' אחד ולכן התנגד לישנו עם אחד היינו כלל ישרא' שמכריזים הד' רבתי של ה' אחד, ועוד איתא במדרש על והנה המן עומד בחצר שבא דוקא בזמן שאין אומרים קרי״ש (באמצע הלילה). והמ״ן במילוי כזה ה״ה מ״ם נו״ן בגימטריא קו״ץ שהתנגד לתיקון של הקו״ץ ודרדר תצמיח לך ובאמת מצינו בחז״ל שהעץ שעליו נתלה המן הי' ״קוץ״, עיין מדרש רבה
15	11	2	450.35	136.08	314.27	49	body	tail	8	('(ט״ב)', 'frankrealmed', 11.475) אמרו חכמים בשעה שבא להכינו	(ט״ב) אמרו חכמים בשעה שבא להכינו קרא הקב״ה לכל עצי בראשית מי יתן עצמו ויתלה רשע זה עליו ע״ש שבא כל מיני עצים עד שבא קוץ וכו', שאני קוץ והוא קוץ מכאיב, ונאה שיתלה קוץ על קוץ. ולפי דברינו מובן היטב שזה הי' קליפת המן ועמלק ועליו נתלה לגלות ולתקן הד' רבתי של ה' אחד.
15	11	2	297.26	56.81	240.44	50	subhead	whole	1	המן מתנגד להגילוי של קריעת ים סוף	המן מתנגד להגילוי של קריעת ים סוף
15	11	2	233.64	153.09	80.55	51	dc1	whole	9	ועוד	ועוד יש לרמז דהמן מתנגד לגילוי של קריעת ים סוף דכתי' אמר אויב ארדף אשיג אחלל שלל, אויב מרמז להמן דכתי' איש צר ואויב, אחלק שלל, הוא נגד מה שכתוב בתורה, בנימין זאב יטרוף בבוקר יאכל עד ולערב יחלק שלל ופירש״י דקאי על זמן מרדכי והמן שנטל מרדכי ביתו של המן, ועוד י״ל רמז נפלא, דיש נ״ד פעמים המ״ן
16	12	1	530.0	119.07	410.93	51	body	whole	7	במגילה והוא בגי' חמשת אלפים ק״ל	במגילה והוא בגי' חמשת אלפים ק״ל והוא מרומז באחל״ק שהוא ר״ת חמשת אלפים ק"ל ובחי' השלל מרמז על הגילוי של ה' אחד, שכן אוי״ב ארד״ף אשי״ג אחל״ק של״ל בגי' שמ״ע ישרא' ה' אלקנו ה' אח״ד (ועם אמ״ר אויב בגי' ברו״ך ש״ם כבו״ד מלכות״ו לעול״ם וע״ד).
16	12	1	400.17	119.07	281.1	52	dc1	whole	7	[ועוד	[ועוד מצינו אצל סעודת אחשורוש היתה ודר וסוחרת ועיין בגמ' מגילה דרי דרי ופי' רש״י שורות שורות סביב, וסוחרת מל' סחור סחור ואולי י״ל שעשו משורות ישרות שלא יהיו ישרות רק סביב ועקום והוא הבחינה לעשות מד' ר' כמבואר לעיל].
16	12	1	266.27	73.06	193.2	53	subhead	whole	1	הגילוי של קריעת ים סוף בימי מרדכי ואסתר	הגילוי של קריעת ים סוף בימי מרדכי ואסתר
16	12	1	186.4	119.07	67.33	54	dc1	head	7	הנה	הנה בכל המגילה כתי' פרס קודם מדי ורק בסוף המגילה כתי' מדי קודם פרס, ולפי דרכנו י״ל הפשט שבתחילת המגילה כשהיתה התעוררות הר' של אל אחר דהמן כתי' פרס קודם מדי שהאות האמצעי' של שניהם הוא ר' ד' והר' קודם הד' אבל לבסוף המגילה
16	12	2	530.0	34.02	495.98	54	body	tail	2	שהי' מחיית עמלק כתי' מדי קודם	שהי' מחיית עמלק כתי' מדי קודם פרס שהד' קודם הר' באותיות האמצעיות.
16	12	2	489.18	68.04	421.14	55	dc1	whole	4	ובאמת	ובאמת מרומז יותר מזה שהרי האותיות החיצוניות של פרס ומדי שאינם ר' ד' הם בגי' קו״ץ לרמז על הקוץ של הד' שיש יותר מהר'.
16	12	2	414.33	306.18	108.15	56	dc1	whole	18	ועוד	ועוד יותר יש לרמז שהר' ביארנו שהגילוי של ה' אחד היה בשעת קריעת ים סוף שנקרע ונתגלה הקו״ץ של הד' שבג' י״ד סו״ף וממש נפלא שהאותיות החיצוניות של ״פרס ומדי״ הוא ממש אותיות ״ים סוף״ והאמצעי הוא אותיות ר' ד' וכשנקרע ים סוף נתגלה הד' על הר' והוא בחי' האמצעי של ים סוף שמרומז בהאמצעי של פרס ומדי, והוא כמבואר לעיל שבתחילה הי' הסתר על הגילוי של הקריעת ים סוף ולכן הר' קודם הד' בתוך פרס ומדי המרמז לקריעת ים סוף אבל לבסוף המגילה כתי' מדי קודם פרס שחזר ונתגלה הד' קודם הר' בחי' קריעת ים סוף של פרס ומדי ע״י שנתלה המן והיו מחיית עמלק לתקן הקוץ של הד' של ה' אחד והוא נפלא.
16	12	2	101.35	34.02	67.33	57	dc1	whole	2	ועוד	ועוד פרס ומדי ממש מרומז בקריעת ים סוף עצמו שהרי בשירה כתי'
17	13	1	530.0	68.04	461.96	57	body	whole	4	תפול עליהם אימתה ופחד בגדול	תפול עליהם אימתה ופחד בגדול זרעך ידמו כאבן גדו״ל זרוע״ך בגי' פר״ס ידמ״ו אותיות ומדי ובתוכם מרומז הגילוי של קריעת ים סוף כנ״ל.
17	13	1	455.16	119.07	336.09	58	dc1	whole	7	[ובאמת	[ובאמת עיין במדרש רבה בפס' חיל פרס ומדי שמדי מל' מודיא להקב״ה בחי' אמונה. ואע״פ שיש בהם עבודה זרה היתה זו רק מסורת אבותיהם ומתאים מאוד עם הנ״ל שמדי מרמז על הקדושה והתיקון של ה' אחד].
17	13	1	325.2	56.81	268.39	59	subhead	whole	1	מרדכי בחי' התיקון של קוץ ודרדר	מרדכי בחי' התיקון של קוץ ודרדר
17	13	1	261.58	187.11	74.47	60	dc1	head	11	וכל	וכל זה בא על ידי מרדכי הצדיק, ומרדכי לא יכרע ולא ישתחווה שהי' תמיד בבחינת ד' של ה' אחד, ומרדכי הוא אותיות דרך י״ם, בחי' קריעת ים סו״ף שהיתה תמיד בבחי' גילוי הקו״ץ, שנתגלה שם, וגם מרד ממרדכי מרמז לעשות מר' ד', ומרדכ״י בגי' רע״ד נגד ער״ד מלך עמלק שרצה לבטל התיקון של ר' ד', וגם מרדכי נקרא צדיק צדי״ק בג' ר״ד שתיקון הקוץ ודרדר תצמיח לך וגם המשיך
17	13	2	530.0	34.02	495.98	60	body	tail	2	הגילוי של קריעת ים סוף דכתי'	הגילוי של קריעת ים סוף דכתי' שם אילו מואב אחזימו רע״ד שבגי' מרדכ"י.
17	13	2	484.92	56.81	428.11	61	subhead	whole	1	מגילה כאגרת	מגילה כאגרת
